City,Location,Area,BHK,CarParking,Price
Banglore,RR Nagar,1408,3,1,8025000
Banglore,Begur,1076,2,0,4300000
Banglore,Ramamurthy Nagar,1841,3,1,11399999
Banglore,Jalahalli,1183,2,0,6300000
Banglore,Yelahanka,1620,3,1,10300000
Banglore,Ramamurthy Nagar,1869,3,1,11500000
Banglore,RR Nagar,1337,3,1,7900000
Banglore,Jalahalli,1360,3,0,8700000
Banglore,Hosa Road,1470,3,1,10100000
Banglore,Hosa Road,1575,3,1,10800000
Banglore,Hosa Road,1360,2,1,9446000
Banglore,Hosa Road,1715,3,1,11700000
Banglore,Hosa Road,1184,2,1,8306999
Banglore,Hosa Road,655,1,1,4883000
Banglore,Hosa Road,1680,3,1,11500000
Banglore,Hosa Road,1195,2,1,8378000
Banglore,Hosa Road,820,1,1,5951000
Chennai,Perungalathur,1310,3,0,5500000
Chennai,Madhavaram,1126,2,0,5350000
Chennai,Karapakkam,1307,3,1,8205000
Chennai,Mevalurkuppam,576,1,1,2950000
Chennai,Kolapakkam,1207,3,1,7600000
Chennai,Kundrathur,604,2,1,2234000
Chennai,Pammal,986,2,0,5521000
Chennai,Puzhal,1345,3,1,6321000
Chennai,Selaiyur,510,1,0,3404000
Chennai,Thoraipakkam OMR,1508,3,1,11600000
Chennai,Karapakkam,1245,2,1,6536000
Chennai,Anna Nagar,1565,3,0,24200000
Chennai,Mogappair,1306,2,0,8162000
Chennai,Sholinganallur,1113,2,0,6190000
Chennai,Mogappair,1479,3,1,9613000
Chennai,Sholinganallur,1640,3,1,7542000
Chennai,Medavakkam,1112,2,0,6338000
Chennai,Avadi,645,2,0,2724000
Chennai,Perungalathur,1310,3,0,5500000
Chennai,Madhavaram,1126,2,0,5350000
Chennai,Karapakkam,1307,3,1,8205000
Chennai,Mevalurkuppam,576,1,1,2950000
Chennai,Kolapakkam,1207,3,1,7600000
Chennai,Kundrathur,604,2,1,2234000
Chennai,Pammal,986,2,0,5521000
Chennai,Puzhal,1345,3,1,6321000
Chennai,Selaiyur,510,1,0,3404000
Chennai,Thoraipakkam OMR,1508,3,1,11600000
Chennai,Karapakkam,1245,2,1,6536000
Chennai,Anna Nagar,1565,3,0,24200000
Chennai,Mogappair,1306,2,0,8162000
Chennai,Sholinganallur,1113,2,0,6190000
Chennai,Mogappair,1479,3,1,9613000
Chennai,Sholinganallur,1640,3,1,7542000
Chennai,Medavakkam,1112,2,0,6338000
Chennai,Avadi,645,2,0,2724000
Chennai,Tiruvottiyur,738,2,0,3388000
Chennai,Perungalathur,804,2,0,3175000
Chennai,Manapakkam,701,2,0,4065999
Chennai,Madipakkam,1350,2,0,6500000
Chennai,Thiruvanmiyur,785,2,0,5500000
Chennai,Ramapuram,538,1,1,3500000
Chennai,Saidapet,1361,2,0,17000000
Chennai,Avadi,677,2,1,2499000
Chennai,Pammal,868,2,0,4165999
Chennai,Madipakkam,920,2,0,4875000
Chennai,Poonamallee,850,2,0,3442000
Chennai,Pammal,850,2,0,4165000
Chennai,Pallavaram,1019,2,0,5298000
Chennai,Pammal,1080,3,0,5184000
Chennai,Maraimalai Nagar,1943,3,0,10000000
Chennai,Madambakkam,1245,3,1,6225000
Chennai,Perungudi,817,2,0,5599000
Chennai,Kolapakkam,779,2,1,2960000
Chennai,Villivakkam,1330,2,0,7200000
Chennai,Adyar,2011,4,0,35000000
Chennai,Navallur,1112,2,0,4998000
Chennai,Chromepet,900,2,0,6500000
Chennai,Nandambakkam,1641,3,0,8675000
Chennai,Anna Nagar,963,2,0,6259000
Chennai,Kelambakkam,1062,3,1,3400000
Chennai,Vadapalani,940,2,0,12000000
Chennai,Kumananchavadi,1400,3,0,5999000
Chennai,Thoraipakkam OMR,1671,3,0,10400000
Chennai,Sholinganallur,1952,3,0,8000000
Chennai,Sholinganallur,944,2,0,5003000
Chennai,Porur,975,1,0,4192000
Chennai,Periyapanicheri,1060,3,0,5500000
Chennai,Perungudi,1481,3,1,9110000
Chennai,Selaiyur,965,2,0,3377000
Chennai,Manikandan Nagar,1128,3,0,5978000
Chennai,Porur,1219,3,0,6000000
Chennai,Kodambakkam,1300,2,0,12000000
Chennai,Velachery,1298,3,0,9086000
Chennai,Sholinganallur,1900,3,0,9500000
Chennai,East Tambaram,1213,3,1,5500000
Chennai,Gopalapuram,1560,3,0,20000000
Chennai,Navallur,2325,3,1,17500000
Chennai,Mevalurkuppam,1389,3,1,6800000
Chennai,Medavakkam,1250,3,0,6463000
Chennai,Avadi,1603,3,0,6409999
Chennai,Sunnambu Kolathur S Kolathur,1000,2,0,5000000
Chennai,Perumbakkam,1238,3,0,5261000
Chennai,Avadi,1603,3,0,6409999
Chennai,Urapakkam,789,2,0,3000000
Chennai,Raja Annamalai Puram,2533,3,1,43000000
Chennai,Madhavaram,923,2,0,4153000
Chennai,Perungudi,2000,3,0,13200000
Chennai,Madipakkam,960,2,1,3850000
Chennai,Besant Nagar,1170,2,0,19300000
Chennai,Medavakkam,1471,3,0,9000000
Chennai,Nanmangalam,768,2,0,3072000
Chennai,Jamalia,657,2,0,4800000
Chennai,Avadi,700,2,1,2500000
Chennai,Nanmangalam,954,2,0,4100000
Chennai,Nanmangalam,722,2,0,3032000
Chennai,Sholinganallur,1645,3,0,9746000
Chennai,Perumbakkam,1443,3,1,6203000
Chennai,Guduvancheri,894,2,0,3500000
Chennai,Chromepet,1323,3,0,7936000
Chennai,Sembakkam,745,2,0,4000000
Chennai,Adambakkam,560,1,0,2800000
Chennai,Nungambakkam,2056,2,0,43099999
Chennai,T Nagar,920,3,0,10000000
Chennai,K K Nagar,1250,2,0,9000000
Chennai,Ambattur,721,2,0,3881000
Chennai,Perumbakkam,855,2,1,3300000
Chennai,Valasaravakkam,1569,3,0,11700000
Chennai,Anna Nagar,850,2,0,13600000
Chennai,Porur,1140,2,0,7000000
Chennai,Perungalathur,660,1,0,2771000
Chennai,Perungalathur,643,1,0,2699000
Chennai,Perungalathur,1196,2,0,5022000
Chennai,Perungalathur,633,1,0,2657000
Chennai,Perungalathur,926,2,0,3888000
Chennai,Perungalathur,650,1,0,2729000
Chennai,Perungalathur,1931,3,0,8108000
Chennai,Karapakkam,538,1,1,3306000
Chennai,Karapakkam,1314,3,1,8248999
Chennai,Karapakkam,1027,2,1,6447000
Chennai,Karapakkam,1358,3,1,8525000
Chennai,Karapakkam,1024,2,1,6428000
Chennai,Karapakkam,2686,4,1,16800000
Chennai,Karapakkam,1561,3,1,9799000
Chennai,Karapakkam,1296,3,1,8136000
Chennai,Karapakkam,1566,3,1,9831000
Chennai,Karapakkam,1829,3,1,11399999
Chennai,Karapakkam,1564,3,1,9818000
Chennai,Karapakkam,1348,3,1,8462000
Chennai,Karapakkam,1944,3,1,12200000
Chennai,Karapakkam,2640,4,1,16500000
Chennai,Karapakkam,549,1,1,3372999
Chennai,Karapakkam,2630,4,1,16500000
Chennai,Karapakkam,2616,4,1,16399999
Chennai,Karapakkam,1599,3,1,10000000
Chennai,Mevalurkuppam,855,2,1,3990000
Chennai,Madhavaram,1536,3,0,7295999
Chennai,Madhavaram,1339,2,0,6360000
Chennai,Madhavaram,1791,3,0,8507000
Chennai,Kolapakkam,936,2,1,5500000
Chennai,Kolapakkam,1179,3,1,7550000
Chennai,Kolapakkam,988,2,1,5735000
Chennai,Kolapakkam,955,2,1,5560000
Chennai,Kolapakkam,1224,3,1,7700000
Chennai,Kolapakkam,958,2,1,5580000
Chennai,Kolapakkam,948,2,1,5520000
Chennai,Kundrathur,648,2,1,2397000
Chennai,Pammal,1076,2,0,6025000
Chennai,Pammal,1030,2,0,5768000
Chennai,Pammal,812,2,0,4547000
Chennai,Pammal,930,2,0,5208000
Chennai,Pammal,1300,3,0,7280000
Chennai,Puzhal,1382,3,1,6495000
Chennai,Puzhal,1445,3,1,6791000
Chennai,Puzhal,1551,3,1,7289000
Chennai,Puzhal,1626,3,1,7642000
Chennai,Selaiyur,753,2,0,4641000
Chennai,Selaiyur,801,2,0,4907000
Chennai,Selaiyur,761,2,0,4685000
Chennai,Selaiyur,727,2,0,4498000
Chennai,Selaiyur,784,2,0,4812000
Chennai,Thoraipakkam OMR,1431,3,1,11000000
Chennai,Thoraipakkam OMR,1494,3,1,11500000
Chennai,Thoraipakkam OMR,1296,3,1,10000000
Chennai,Thoraipakkam OMR,1302,3,1,10000000
Chennai,Thoraipakkam OMR,1432,3,1,11000000
Chennai,Thoraipakkam OMR,1367,3,1,10500000
Chennai,Thoraipakkam OMR,1349,3,1,10400000
Chennai,Thoraipakkam OMR,1551,3,1,12000000
Chennai,Thoraipakkam OMR,1485,3,1,11500000
Chennai,Thoraipakkam OMR,1353,3,1,10400000
Chennai,Thoraipakkam OMR,1352,3,1,10400000
Chennai,Thoraipakkam OMR,1396,3,1,10800000
Chennai,Karapakkam,1239,2,1,6504000
Chennai,Karapakkam,1647,3,1,8646000
Chennai,Karapakkam,1229,2,1,6452000
Chennai,Karapakkam,1618,3,1,8494000
Chennai,Karapakkam,1227,2,1,6441000
Chennai,Karapakkam,1231,2,1,6462000
Chennai,Karapakkam,1230,2,1,6456999
Chennai,Karapakkam,1604,3,1,8421000
Chennai,Karapakkam,1208,2,1,6342000
Chennai,Karapakkam,527,1,1,2766000
Chennai,Thoraipakkam OMR,1671,3,0,9357000
Chennai,Karapakkam,1606,3,1,8431000
Chennai,Thoraipakkam OMR,1827,4,0,10200000
Chennai,Karapakkam,1614,3,1,8473000
Chennai,Karapakkam,1200,2,1,6300000
Chennai,Thoraipakkam OMR,1546,3,0,8657000
Chennai,Karapakkam,1569,3,1,8237000
Chennai,Thoraipakkam OMR,1452,2,0,8131000
Chennai,Karapakkam,574,1,1,3013000
Chennai,Karapakkam,576,1,1,3024000
Chennai,Thoraipakkam OMR,1286,2,0,7201000
Chennai,Karapakkam,1316,2,1,6909000
Chennai,Thoraipakkam OMR,1550,3,0,8680000
Chennai,Karapakkam,1554,3,1,8158000
Chennai,Thoraipakkam OMR,1421,2,0,7956999
Chennai,Karapakkam,566,1,1,2971000
Chennai,Karapakkam,1288,2,1,6762000
Chennai,Thoraipakkam OMR,1289,2,0,7218000
Chennai,Karapakkam,568,1,1,2982000
Chennai,Karapakkam,1563,3,1,8205000
Chennai,Thoraipakkam OMR,1593,3,0,8920000
Chennai,Karapakkam,1302,2,1,6834999
Chennai,Thoraipakkam OMR,1528,3,0,8556000
Chennai,Karapakkam,564,1,1,2961000
Chennai,Mogappair,1846,3,0,11500000
Chennai,Mogappair,1850,3,0,11500000
Chennai,Mugalivakkam,920,2,1,4140000
Chennai,Mugalivakkam,952,2,1,4284000
Chennai,Mugalivakkam,950,2,1,4275000
Chennai,Mugalivakkam,891,2,1,4009000
Chennai,Mugalivakkam,956,2,1,4302000
Chennai,Mugalivakkam,906,2,1,4077000
Chennai,Mugalivakkam,987,2,1,4441000
Chennai,Mugalivakkam,993,2,1,4468000
Chennai,Mugalivakkam,927,2,1,4171000
Chennai,Mugalivakkam,942,2,1,4239000
Chennai,Mugalivakkam,931,2,1,4189000
Chennai,Mugalivakkam,865,2,1,3892000
Chennai,Anna Nagar,1161,3,1,15000000
Chennai,Adyar,1500,3,0,27300000
Chennai,Sholinganallur,1437,3,0,7784999
Chennai,Sholinganallur,1310,3,0,7841000
Chennai,Sholinganallur,1006,2,0,5663000
Chennai,Sholinganallur,1120,2,0,6224000
Chennai,Sholinganallur,1119,2,0,6219000
Chennai,Sholinganallur,1118,2,0,6214000
Chennai,Sholinganallur,1004,2,0,5778000
Chennai,Sholinganallur,1115,2,0,6200000
Chennai,Sholinganallur,1114,2,0,6195000
Chennai,Sholinganallur,1003,2,0,5648000
Chennai,Sholinganallur,1094,2,0,6245000
Chennai,Sholinganallur,1026,2,0,5816000
Chennai,Sholinganallur,1103,2,0,6141000
Chennai,Sholinganallur,1075,2,0,6003000
Chennai,Sholinganallur,1073,2,0,5993000
Chennai,Sholinganallur,1010,2,0,5682000
Chennai,Sholinganallur,1009,2,0,5678000
Chennai,Sholinganallur,1124,2,0,6776000
Chennai,Sholinganallur,1133,2,0,6853000
Chennai,Mogappair,1158,2,1,7527000
Chennai,Mogappair,1025,2,1,6662000
Chennai,Mogappair,1594,3,1,10300000
Chennai,Mugalivakkam,1106,2,1,6083000
Chennai,Mugalivakkam,1816,3,1,10200000
Chennai,Mugalivakkam,2096,4,1,11500000
Chennai,Mugalivakkam,1557,3,1,8563000
Chennai,Mugalivakkam,584,1,1,3211999
Chennai,Mugalivakkam,1633,3,1,8981000
Chennai,Mugalivakkam,598,1,1,3289000
Chennai,Mugalivakkam,993,2,1,5461000
Chennai,Sholinganallur,1640,3,1,7542000
Chennai,Medavakkam,917,2,0,5226000
Chennai,Medavakkam,1163,3,0,6629000
Chennai,Medavakkam,979,2,0,5580000
Chennai,Medavakkam,929,2,0,5295000
Chennai,East Tambaram,906,2,0,5889000
Chennai,East Tambaram,942,2,0,6123000
Chennai,East Tambaram,1008,2,0,6552000
Chennai,East Tambaram,1197,3,0,7780000
Chennai,East Tambaram,1013,2,0,6584000
Chennai,East Tambaram,1102,3,0,7163000
Chennai,East Tambaram,913,2,0,5934000
Chennai,Maduravoyal,1571,3,1,10200000
Chennai,Maduravoyal,1141,2,1,7415000
Chennai,Maduravoyal,1040,2,1,6758000
Chennai,Maduravoyal,1479,3,1,9612000
Chennai,Maduravoyal,1116,2,1,7252000
Chennai,Maduravoyal,1158,2,1,7525000
Chennai,Maduravoyal,1026,2,1,6667000
Chennai,Maduravoyal,1025,2,1,6661000
Chennai,Maduravoyal,1594,3,1,10300000
Chennai,Maduravoyal,1568,3,1,10100000
Chennai,Maduravoyal,1067,2,1,6934000
Chennai,Sholinganallur,1515,3,1,6967000
Chennai,Sholinganallur,1515,3,1,6967000
Chennai,Sholinganallur,1415,2,1,6506999
Chennai,Sholinganallur,1415,2,1,6506999
Chennai,Tiruvottiyur,541,1,0,2529000
Chennai,Tiruvottiyur,544,1,0,2542000
Chennai,Tiruvottiyur,742,2,0,3404999
Chennai,Tiruvottiyur,740,2,0,3397000
Chennai,Tiruvottiyur,540,1,0,2525000
Chennai,Tiruvottiyur,739,2,0,3392000
Chennai,Tiruvottiyur,586,1,0,2725000
Chennai,Tiruvottiyur,724,2,0,3327000
Chennai,Tiruvottiyur,583,1,0,2710000
Chennai,Tiruvottiyur,550,1,0,2567000
Chennai,Tiruvottiyur,745,2,0,3418000
Chennai,Tiruvottiyur,582,1,0,2708000
Chennai,Tiruvottiyur,546,1,0,2550000
Chennai,Tiruvottiyur,747,2,0,3427000
Chennai,Perungalathur,572,2,0,2259000
Chennai,Perungalathur,510,1,0,2014000
Chennai,Perungalathur,702,2,0,2772000
Chennai,Perungalathur,806,2,0,3183000
Chennai,Perungalathur,706,2,0,2788000
Chennai,Perungalathur,507,1,0,2002000
Chennai,Perungalathur,701,2,0,2768000
Chennai,Perungalathur,700,2,0,2765000
Chennai,Perungalathur,821,2,0,3242000
Chennai,Perungalathur,622,2,0,2456000
Chennai,Perungalathur,620,2,0,2449000
Chennai,Perungalathur,619,2,0,2445000
Chennai,Perungalathur,627,2,0,2476000
Chennai,Perungalathur,522,1,0,2061000
Chennai,Perungalathur,614,2,0,2425000
Chennai,Perungalathur,810,2,0,3199000
Chennai,Perungalathur,519,1,0,2050000
Chennai,Perungalathur,618,2,0,2441000
Chennai,East Tambaram,952,2,0,5712000
Chennai,East Tambaram,796,2,0,4776000
Chennai,East Tambaram,1270,3,0,7620000
Chennai,East Tambaram,930,2,0,5580000
Chennai,East Tambaram,897,2,0,5382000
Chennai,Mogappair,1846,3,0,13300000
Chennai,Mogappair,1306,2,0,9500000
Chennai,Mogappair,1850,3,0,13700000
Chennai,Manapakkam,1092,2,0,6333000
Chennai,Manapakkam,701,2,0,4065999
Chennai,Manapakkam,778,2,0,4513000
Chennai,Poonamallee,638,1,0,2743000
Chennai,Mudichur,550,1,0,2089999
Chennai,Saidapet,2684,4,0,33500000
Chennai,Saidapet,1733,3,0,21600000
Chennai,Avadi,677,2,1,2499000
Chennai,Pammal,589,1,0,2827000
Chennai,Pammal,976,2,0,4684000
Chennai,Pammal,876,2,0,4204000
Chennai,Pammal,1231,3,0,5908000
Chennai,Avadi,677,2,1,2500000
Chennai,Avadi,677,2,1,2750000
Chennai,Madipakkam,884,2,0,4684000
Chennai,Madipakkam,914,2,0,4843000
Chennai,Madipakkam,830,2,0,4398000
Chennai,Poonamallee,850,2,0,3442000
Chennai,Poonamallee,850,2,0,3442000
Chennai,Poonamallee,900,2,0,3554999
Chennai,Poonamallee,900,2,0,3554999
Chennai,Poonamallee,900,2,0,3554999
Chennai,Poonamallee,850,2,0,3442000
Chennai,Poonamallee,930,2,0,3627000
Chennai,Poonamallee,930,2,0,3627000
Chennai,Pammal,750,2,0,3675000
Chennai,Pammal,1070,2,0,5243000
Chennai,West Tambaram,951,2,0,6181000
Chennai,West Tambaram,486,1,0,3159000
Chennai,West Tambaram,922,2,0,5993000
Chennai,West Tambaram,1251,3,0,8131000
Chennai,West Tambaram,1070,2,0,6955000
Chennai,Pallavaram,1001,2,0,5205000
Chennai,Pallavaram,1050,2,0,5460000
Chennai,Pallavaram,888,2,0,4617000
Chennai,Pallavaram,1200,3,0,6240000
Chennai,Alwarpet,1000,2,0,11500000
Chennai,Adambakkam,1000,2,0,8000000
Chennai,Pammal,725,2,0,3479999
Chennai,Pammal,806,2,0,3868000
Chennai,Pammal,756,2,0,3628000
Chennai,Pammal,766,2,0,3676000
Chennai,Madambakkam,1000,2,1,5000000
Chennai,Madambakkam,1003,2,1,5015000
Chennai,Madambakkam,1161,3,1,5805000
Chennai,Madambakkam,898,2,1,4490000
Chennai,Perungudi,815,2,0,5599000
Chennai,Annanagar West,1250,3,0,17400000
Chennai,Thiruverkadu,570,2,1,2500000
Chennai,Thiruverkadu,570,1,1,2475000
Chennai,Thiruverkadu,575,1,1,2480000
Chennai,Maduravoyal,1020,2,0,5300000
Chennai,Avadi,677,2,1,2520000
Chennai,Avadi,677,1,1,2675000
Chennai,Avadi,677,2,1,2475000
Chennai,Urapakkam,900,2,1,3443000
Chennai,Urapakkam,552,1,1,2003000
Chennai,Kolapakkam,881,2,1,3347000
Chennai,Urapakkam,700,2,1,2731000
Chennai,Avadi,892,2,0,3700000
Chennai,tambaram west,840,2,0,5000000
Chennai,Perungudi,900,2,0,12000000
Chennai,Perungudi,1200,3,0,10000000
Chennai,Guindy,1500,3,1,8500000
Chennai,Maduravoyal,1100,2,0,5750000
Chennai,Maduravoyal,1045,2,0,5350000
Chennai,Avadi,677,2,1,2475000
Chennai,Avadi,677,2,1,2480000
Chennai,Avadi,677,2,1,2495000
Chennai,Avadi,1054,2,0,4200000
Chennai,Avadi,1055,2,0,4230000
Chennai,Avadi,677,2,1,2500000
Chennai,Avadi,677,2,1,2475000
Chennai,Avadi,677,2,1,2475000
Chennai,Avadi,677,2,1,2480000
Chennai,Avadi,677,2,1,2495000
Chennai,Avadi,1054,2,0,4200000
Chennai,Avadi,1055,2,0,4230000
Chennai,Avadi,574,1,0,2295000
Chennai,Avadi,892,2,0,3701000
Chennai,Avadi,677,2,1,2525000
Chennai,Avadi,570,1,0,2450000
Chennai,Avadi,570,1,0,2460000
Chennai,Thiruverkadu,1100,1,1,4300000
Chennai,Thiruverkadu,915,1,1,4200000
Chennai,Thiruverkadu,1000,1,1,4250000
Chennai,Thiruverkadu,1200,1,1,4350000
Chennai,Thiruverkadu,570,1,1,2400000
Chennai,Thiruverkadu,550,1,1,2450000
Chennai,Thiruverkadu,570,1,1,2490000
Chennai,Thiruverkadu,550,1,1,2400000
Chennai,Thiruverkadu,570,1,1,2485000
Chennai,Thiruverkadu,570,1,1,2475000
Chennai,Thiruverkadu,570,1,1,2500000
Chennai,Thiruverkadu,575,1,1,2475000
Chennai,Avadi,677,1,1,2700000
Chennai,Thiruverkadu,570,1,1,2500000
Chennai,Thiruverkadu,570,1,1,2475000
Chennai,Thiruverkadu,570,1,1,2475000
Chennai,Avadi,677,2,1,2650000
Chennai,Avadi,677,2,1,2675000
Chennai,Navallur,1077,2,0,4841000
Chennai,Navallur,1043,2,0,4688000
Chennai,Navallur,1347,3,0,6054000
Chennai,Navallur,1281,3,0,5758000
Chennai,Navallur,1321,3,0,5937000
Chennai,Navallur,1361,3,0,6117000
Chennai,Navallur,1294,3,0,5816000
Chennai,Navallur,1091,2,0,4904000
Chennai,Navallur,1038,2,0,4665000
Chennai,Navallur,997,2,0,4481000
Chennai,Korattur,994,2,0,6461000
Chennai,Korattur,984,2,0,6396000
Chennai,Korattur,994,2,0,6461000
Chennai,Korattur,1031,2,0,6636000
Chennai,Korattur,963,2,0,6259000
Chennai,Korattur,963,2,0,6259000
Chennai,Korattur,984,2,0,6396000
Chennai,Korattur,983,2,0,6389000
Chennai,Anna Nagar,984,2,0,6396000
Chennai,tambaram west,840,2,0,5400000
Chennai,tambaram west,840,2,0,5050000
Chennai,Chromepet,550,1,0,3800000
Chennai,Pammal,804,2,0,4020000
Chennai,Pammal,950,3,0,4750000
Chennai,Pammal,891,2,0,4455000
Chennai,Pammal,604,1,0,3020000
Chennai,Pammal,857,2,0,4285000
Chennai,Pammal,773,2,0,3865000
Chennai,Pammal,1005,3,0,5025000
Chennai,Pammal,850,2,0,4250000
Chennai,tambaram west,845,2,0,5070000
Chennai,tambaram west,975,2,0,5850000
Chennai,Irumbuliyur,550,1,0,3000000
Chennai,Poonamallee,900,2,0,3510000
Chennai,Poonamallee,930,2,0,3627000
Chennai,Poonamallee,900,2,0,3510000
Chennai,Irumbuliyur,550,1,0,2750000
Chennai,tambaram west,550,1,0,2850000
Chennai,Chromepet,900,2,0,6600000
Chennai,Anna Nagar,1069,2,0,6948000
Chennai,Anna Nagar,994,2,0,6461000
Chennai,Anna Nagar,983,2,0,6389000
Chennai,Anna Nagar,984,2,0,6396000
Chennai,Anna Nagar,994,2,0,6461000
Chennai,Anna Nagar,994,2,0,6461000
Chennai,Anna Nagar,994,2,0,6461000
Chennai,Anna Nagar,983,2,0,6389000
Chennai,Annanagar West,983,2,0,6389000
Chennai,Anna Nagar,984,2,0,6396000
Chennai,Anna Nagar,994,2,0,6461000
Chennai,Kelambakkam,1062,3,1,3400000
Chennai,tambaram west,880,2,0,4831000
Chennai,Kolathur,1469,3,0,9548000
Chennai,Kolathur,984,2,0,6396000
Chennai,Kolathur,1409,3,0,9158000
Chennai,Kolathur,983,2,0,6389000
Chennai,Kolathur,1051,2,0,6831000
Chennai,Kolathur,1021,2,0,6636000
Chennai,Kolathur,994,2,0,6461000
Chennai,Kolathur,1010,2,0,6565000
Chennai,Kolathur,1265,3,0,8222000
Chennai,Kolathur,1069,2,0,6948000
Chennai,Kolathur,963,2,0,6259000
Chennai,tambaram west,897,2,0,3229000
Chennai,Thirumullaivoyal,900,2,0,4000000
Chennai,Korattur,1265,3,0,8222000
Chennai,Korattur,983,2,0,6389000
Chennai,Korattur,984,2,0,6396000
Chennai,Korattur,1069,2,0,6948000
Chennai,Korattur,1409,3,0,9158000
Chennai,Korattur,984,2,0,6396000
Chennai,Korattur,983,2,0,6389000
Chennai,Korattur,1469,3,0,9548000
Chennai,Korattur,983,2,0,6389000
Chennai,Korattur,984,2,0,6396000
Chennai,Korattur,1469,3,0,9548000
Chennai,Korattur,1010,2,0,6565000
Chennai,Korattur,1409,3,0,9158000
Chennai,Korattur,963,2,0,6259000
Chennai,Korattur,1021,2,0,6636000
Chennai,Korattur,994,2,0,6461000
Chennai,Korattur,1409,3,0,9158000
Chennai,Korattur,1469,3,0,9548000
Chennai,Korattur,1265,3,0,8222000
Chennai,Korattur,1409,3,0,9158000
Chennai,Korattur,1469,3,0,9548000
Chennai,Korattur,1265,3,0,8222000
Chennai,Velachery,1085,2,0,7052000
Chennai,Singaperumal Koil,1971,3,1,8353000
Chennai,Singaperumal Koil,1595,3,1,7252000
Chennai,Thoraipakkam OMR,1827,4,0,11399999
Chennai,Thoraipakkam OMR,1286,2,0,8037000
Chennai,Thoraipakkam OMR,1421,2,0,8881000
Chennai,Thoraipakkam OMR,1593,3,0,9956000
Chennai,Thoraipakkam OMR,1528,3,0,9550000
Chennai,Sholinganallur,1951,4,0,9387000
Chennai,Sholinganallur,1951,4,0,9400000
Chennai,Ayapakkam,1191,3,0,6500000
Chennai,Perambur,591,1,1,3581000
Chennai,Perambur,1180,3,1,7150000
Chennai,Perambur,956,2,1,5793000
Chennai,Perambur,657,2,1,3981000
Chennai,Perambur,591,1,1,3581000
Chennai,Perambur,1180,3,1,7150000
Chennai,Perambur,956,2,1,5793000
Chennai,Perambur,657,2,1,3981000
Chennai,Singaperumal Koil,1225,3,1,4165000
Chennai,Singaperumal Koil,1225,3,1,4165000
Chennai,Singaperumal Koil,977,2,1,3321000
Chennai,Singaperumal Koil,977,2,1,3321000
Chennai,Chromepet,900,2,1,6948999
Chennai,Chromepet,895,2,1,6912000
Chennai,Chromepet,875,2,1,6765000
Chennai,Sholinganallur,932,2,0,4939000
Chennai,Thoraipakkam OMR,1671,3,0,10800000
Chennai,Thoraipakkam OMR,1286,2,0,8494000
Chennai,Thoraipakkam OMR,1528,3,0,10100000
Chennai,Avadi,645,2,0,2724000
Chennai,Kelambakkam,1278,2,0,4599000
Chennai,Kelambakkam,1705,3,0,6136000
Chennai,Kelambakkam,1221,2,0,4394000
Chennai,Kelambakkam,1586,3,0,5708000
Chennai,Kelambakkam,1723,3,0,6201000
Chennai,Kelambakkam,1529,3,0,5502000
Chennai,Kelambakkam,1237,2,0,4451000
Chennai,Kelambakkam,1666,3,0,5995000
Chennai,Thoraipakkam OMR,1546,3,0,9662000
Chennai,Thoraipakkam OMR,1452,2,0,9075000
Chennai,Thoraipakkam OMR,1550,3,0,9687000
Chennai,Madipakkam,1444,3,0,9500000
Chennai,Madipakkam,1444,3,0,9500000
Chennai,Madipakkam,1541,3,0,10100000
Chennai,Madipakkam,1541,3,0,10100000
Chennai,Madipakkam,1395,3,0,9200000
Chennai,Madipakkam,1395,3,0,9200000
Chennai,Chetpet,2500,3,0,47500000
Chennai,Chetpet,1500,3,0,21000000
Chennai,Kilpauk,2102,3,0,29400000
Chennai,Anna Nagar,2062,3,1,22000000
Chennai,Chetpet,2458,3,0,33600000
Chennai,Anna Nagar,2062,3,1,22000000
Chennai,Kilpauk,2042,3,0,28500000
Chennai,Anna Nagar,2062,3,1,21000000
Chennai,Anna Nagar,1555,2,1,15500000
Chennai,Ayapakkam,1191,3,0,6400000
Chennai,Raja Annamalai Puram,2500,3,0,37500000
Chennai,Raja Annamalai Puram,3150,4,0,65000000
Chennai,Raja Annamalai Puram,3150,4,0,65000000
Chennai,tambaram west,540,1,0,2979000
Chennai,tambaram west,525,1,0,2950000
Chennai,Egmore,1970,3,0,28000000
Chennai,tambaram west,550,1,0,3011000
Chennai,tambaram west,975,2,0,7500000
Chennai,Kilpauk,3405,4,0,45000000
Chennai,Alwarpet,3050,3,0,54900000
Chennai,Raja Annamalai Puram,2781,4,0,55599999
Chennai,Raja Annamalai Puram,2348,3,0,46900000
Chennai,Alwarpet,2316,3,0,32500000
Chennai,Porur,945,2,0,4063000
Chennai,Porur,765,1,0,3365000
Chennai,Porur,765,1,0,3289000
Chennai,Porur,725,1,0,3117000
Chennai,Nungambakkam,2902,3,1,59000000
Chennai,Nungambakkam,2902,3,1,59000000
Chennai,Ayapakkam,1330,3,0,7200000
Chennai,Ayapakkam,1183,3,0,6400000
Chennai,Ayapakkam,697,3,0,6600000
Chennai,Periyapanicheri,740,2,0,3931000
Chennai,Periyapanicheri,900,2,0,4730000
Chennai,Periyapanicheri,1060,3,0,5529000
Chennai,Periyapanicheri,700,2,0,3732000
Chennai,Periyapanicheri,760,2,0,4033000
Chennai,Periyapanicheri,740,2,0,3931000
